Shaknspin W&F meter
Session:;trchnics 1500.CSV
Device:;6985321910C4EB9E-058
Avg Speed:;33.385
Avg Speed Dev:;00.17%
Var. Min:;33.31
Var. Max:;33.46
Var. Min%:;-0.235%
Var. Max%:;+0.233%
HighPass Min:;33.31
HighPass Max:;33.47
W&F peak:;0.097
W&F peak 2s:;0.088
W&F DIN:;0.035
W&F WRMS:;0.007
W&F RMS:;0.02
Jitter%:;0.230
Wow:;0.05
Flutter:;0.02
Freq1 (Hz):;00.610
Freq2 (Hz):;03.662

Speed trace (de-noised) in 2mS intervals
Frequency in Hz

Time;Speed;Freq;Magnitude
2842;33.409
2844;33.384
2846;33.412
2848;33.394
2850;33.415
2852;33.419
2854;33.423
2856;33.425
2858;33.396
2860;33.423
2862;33.403
2864;33.379
2866;33.391
2868;33.403
2870;33.42
2872;33.381
2874;33.363
2876;33.36
2878;33.371
2880;33.403
2882;33.394
2884;33.394
2886;33.398
2888;33.403
2890;33.406
2892;33.435
2894;33.412
2896;33.404
2898;33.406
2900;33.412
2902;33.417
2904;33.406
2906;33.384
2908;33.381
2910;33.381
2912;33.378
2914;33.385
2916;33.425
2918;33.409
2920;33.401
2922;33.384
2924;33.378
2926;33.387
2928;33.417
2930;33.403
2932;33.404
2934;33.425
2936;33.372
2938;33.398
2940;33.412
2942;33.413
2944;33.409
2946;33.41
2948;33.422
2950;33.426
2952;33.403
2954;33.378
2956;33.393
2958;33.401
2960;33.419
2962;33.403
2964;33.393
2966;33.384
2968;33.391
2970;33.428
2972;33.382
2974;33.359
2976;33.365
2978;33.398
2980;33.382
2982;33.384
2984;33.385
2986;33.365
2988;33.42
2990;33.413
2992;33.374
2994;33.379
2996;33.384
2998;33.407
3000;33.403
3002;33.397
3004;33.385
3006;33.394
3008;33.382
3010;33.379
3012;33.397
3014;33.415
3016;33.393
3018;33.371
3020;33.381
3022;33.378
3024;33.425
3026;33.431
3028;33.404
3030;33.409
3032;33.39
3034;33.349
3036;33.35
3038;33.377
3040;33.356
3042;33.388
3044;33.379
3046;33.391
3048;33.388
3050;33.388
3052;33.388
3054;33.407
3056;33.381
3058;33.374
3060;33.406
3062;33.413
3064;33.398
3066;33.379
3068;33.393
3070;33.369
3072;33.378
3074;33.387
3076;33.434
3078;33.41
3080;33.4
3082;33.407
3084;33.409
3086;33.4
3088;33.385
3090;33.397
3092;33.4
3094;33.394
3096;33.372
3098;33.4
3100;33.41
3102;33.401
3104;33.393
3106;33.393
3108;33.401
3110;33.39
3112;33.393
3114;33.374
3116;33.39
3118;33.423
3120;33.39
3122;33.416
3124;33.382
3126;33.36
3128;33.368
3130;33.369
3132;33.393
3134;33.4
3136;33.388
3138;33.394
3140;33.393
3142;33.412
3144;33.397
3146;33.374
3148;33.366
3150;33.381
3152;33.404
3154;33.397
3156;33.396
3158;33.415
3160;33.415
3162;33.378
3164;33.374
3166;33.382
3168;33.394
3170;33.375
3172;33.362
3174;33.379
3176;33.378
3178;33.396
3180;33.385
3182;33.379
3184;33.409
3186;33.398
3188;33.381
3190;33.381
3192;33.362
3194;33.362
3196;33.362
3198;33.349
3200;33.352
3202;33.368
3204;33.382
3206;33.375
3208;33.379
3210;33.398
3212;33.381
3214;33.387
3216;33.377
3218;33.381
3220;33.393
3222;33.419
3224;33.416
3226;33.384
3228;33.385
3230;33.347
3232;33.382
3234;33.391
3236;33.401
3238;33.384
3240;33.384
3242;33.384
3244;33.369
3246;33.377
3248;33.372
3250;33.387
3252;33.387
3254;33.381
3256;33.388
3258;33.369
3260;33.39
3262;33.384
3264;33.396
3266;33.404
3268;33.378
3270;33.374
3272;33.366
3274;33.387
3276;33.381
3278;33.377
3280;33.375
3282;33.4
3284;33.388
3286;33.362
3288;33.374
3290;33.372
3292;33.369
3294;33.368
3296;33.39
3298;33.384
3300;33.378
3302;33.381
3304;33.41
3306;33.404
3308;33.362
3310;33.356
3312;33.375
3314;33.36
3316;33.352
3318;33.363
3320;33.371
3322;33.377
3324;33.382
3326;33.355
3328;33.342
3330;33.378
3332;33.378
3334;33.382
3336;33.378
3338;33.379
3340;33.371
3342;33.377
3344;33.377
3346;33.358
3348;33.377
3350;33.382
3352;33.368
3354;33.382
3356;33.363
3358;33.39
3360;33.398
3362;33.393
3364;33.415
3366;33.388
3368;33.404
3370;33.375
3372;33.374
3374;33.353
3376;33.359
3378;33.331
3380;33.353
3382;33.382
3384;33.385
3386;33.355
3388;33.359
3390;33.368
3392;33.356
3394;33.369
3396;33.375
3398;33.381
3400;33.381
3402;33.375
3404;33.371
3406;33.384
3408;33.347
3410;33.349
3412;33.372
3414;33.362
3416;33.368
3418;33.365
3420;33.35
3422;33.369
3424;33.35
3426;33.371
3428;33.377
3430;33.406
3432;33.388
3434;33.362
3436;33.39
3438;33.422
3440;33.403
3442;33.385
3444;33.401
3446;33.415
3448;33.387
3450;33.371
3452;33.369
3454;33.358
3456;33.371
3458;33.34
3460;33.347
3462;33.365
3464;33.365
3466;33.368
3468;33.377
3470;33.347
3472;33.34
3474;33.362
3476;33.381
3478;33.371
3480;33.369
3482;33.368
3484;33.371
3486;33.372
3488;33.378
3490;33.359
3492;33.369
3494;33.388
3496;33.359
3498;33.382
3500;33.36
3502;33.359
3504;33.369
3506;33.368
3508;33.359
3510;33.375
3512;33.385
3514;33.349
3516;33.346
3518;33.36
3520;33.359
3522;33.359
3524;33.36
3526;33.359
3528;33.366
3530;33.362
3532;33.369
3534;33.368
3536;33.358
3538;33.347
3540;33.346
3542;33.355
3544;33.378
3546;33.371
3548;33.382
3550;33.41
3552;33.391
3554;33.394
3556;33.413
3558;33.36
3560;33.359
3562;33.363
3564;33.353
3566;33.353
3568;33.36
3570;33.355
3572;33.369
3574;33.366
3576;33.369
3578;33.347
3580;33.377
3582;33.365
3584;33.369
3586;33.331
3588;33.39
3590;33.337
3592;33.343
3594;33.374
3596;33.404
3598;33.358
3600;33.353
3602;33.372
3604;33.374
3606;33.379
3608;33.39
3610;33.375
3612;33.375
3614;33.369
3616;33.36
3618;33.355
3620;33.365
3622;33.379
3624;33.406
3626;33.375
3628;33.343
3630;33.346
3632;33.343
3634;33.366
3636;33.366
3638;33.384
3640;33.381
3642;33.396
3644;33.382
3646;33.374
3648;33.393
3650;33.379
3652;33.379
3654;33.374
3656;33.374
3658;33.36
3660;33.379
3662;33.358
3664;33.346
3666;33.363
3668;33.369
3670;33.353
3672;33.377
3674;33.374
3676;33.35
3678;33.356
3680;33.378
3682;33.374
3684;33.359
3686;33.396
3688;33.359
3690;33.352
3692;33.36
3694;33.368
3696;33.366
3698;33.368
3700;33.393
3702;33.374
3704;33.377
3706;33.385
3708;33.397
3710;33.397
3712;33.378
3714;33.388
3716;33.419
3718;33.419
3720;33.397
3722;33.397
3724;33.41
3726;33.409
3728;33.388
3730;33.374
3732;33.388
3734;33.377
3736;33.398
3738;33.394
3740;33.379
3742;33.369
3744;33.394
3746;33.369
3748;33.368
3750;33.349
3752;33.378
3754;33.369
3756;33.374
3758;33.384
3760;33.393
3762;33.394
3764;33.381
3766;33.355
3768;33.368
3770;33.363
3772;33.349
3774;33.33
3776;33.342
3778;33.352
3780;33.401
3782;33.39
3784;33.321
3786;33.306
3788;33.356
3790;33.36
3792;33.366
3794;33.388
3796;33.358
3798;33.398
3800;33.39
3802;33.352
3804;33.343
3806;33.356
3808;33.382
3810;33.359
3812;33.347
3814;33.366
3816;33.372
3818;33.378
3820;33.377
3822;33.378
3824;33.366
3826;33.356
3828;33.349
3830;33.324
3832;33.321
3834;33.36
3836;33.378
3838;33.356
3840;33.391
3842;33.36
3844;33.358
3846;33.378
3848;33.385
3850;33.342
3852;33.369
3854;33.355
3856;33.362
3858;33.356
3860;33.377
3862;33.363
3864;33.35
3866;33.344
3868;33.353
3870;33.359
3872;33.363
3874;33.356
3876;33.372
3878;33.372
3880;33.393
3882;33.381
3884;33.36
3886;33.372
3888;33.362
3890;33.365
3892;33.342
3894;33.365
3896;33.371
3898;33.355
3900;33.363
3902;33.375
3904;33.369
3906;33.356
3908;33.368
3910;33.4
3912;33.359
3914;33.379
3916;33.375
3918;33.356
3920;33.378
3922;33.374
3924;33.381
3926;33.4
3928;33.374
3930;33.381
3932;33.397
3934;33.397
3936;33.406
3938;33.397
3940;33.382
3942;33.393
3944;33.413
3946;33.387
3948;33.387
3950;33.41
3952;33.415
3954;33.41
3956;33.393
3958;33.39
3960;33.384
3962;33.403
3964;33.393
3966;33.415
3968;33.394
3970;33.393
3972;33.409
3974;33.401
3976;33.394
3978;33.4
3980;33.39
3982;33.384
3984;33.39
3986;33.382
3988;33.359
3990;33.368
3992;33.391
3994;33.403
3996;33.378
3998;33.352
4000;33.385
4002;33.378
4004;33.385
4006;33.409
4008;33.407
4010;33.356
4012;33.381
4014;33.398
4016;33.403
4018;33.407
4020;33.4
4022;33.429
4024;33.387
4026;33.432
4028;33.413
4030;33.391
4032;33.393
4034;33.41
4036;33.398
4038;33.363
4040;33.378
4042;33.416
4044;33.394
4046;33.372
4048;33.388
4050;33.388
4052;33.382
4054;33.385
4056;33.41
4058;33.387
4060;33.391
4062;33.379
4064;33.385
4066;33.379
4068;33.387
4070;33.4
4072;33.404
4074;33.404
4076;33.394
4078;33.363
4080;33.372
4082;33.377
4084;33.368
4086;33.398
4088;33.391
4090;33.394
4092;33.387
4094;33.394
4096;33.419
4098;33.417
4100;33.36
4102;33.368
4104;33.366
4106;33.362
4108;33.36
4110;33.39
4112;33.409
4114;33.419
4116;33.382
4118;33.387
4120;33.398
4122;33.401
4124;33.429
4126;33.4
4128;33.391
4130;33.393
4132;33.4
4134;33.385
4136;33.412
4138;33.384
4140;33.419
4142;33.42
4144;33.431
4146;33.366
4148;33.401
4150;33.398
4152;33.41
4154;33.425
4156;33.407
4158;33.406
4160;33.425
4162;33.404
4164;33.416
4166;33.41
4168;33.404
4170;33.397
4172;33.429
4174;33.413
4176;33.388
4178;33.404
4180;33.368
4182;33.388
4184;33.416
4186;33.419
4188;33.406
4190;33.393
4192;33.385
4194;33.432
4196;33.428
4198;33.417
4200;33.404
4202;33.397
4204;33.4
4206;33.401
4208;33.404
4210;33.387
4212;33.406
4214;33.428
4216;33.422
4218;33.415
4220;33.381
4222;33.365
4224;33.39
4226;33.379
4228;33.406
4230;33.426
4232;33.428
4234;33.432
4236;33.4
4238;33.41
4240;33.4
4242;33.435
4244;33.403
4246;33.401
4248;33.4
4250;33.404
4252;33.401
4254;33.417
4256;33.375
4258;33.387
4260;33.4
4262;33.396
4264;33.412
4266;33.413
4268;33.388
4270;33.393
4272;33.412
4274;33.403
4276;33.41
4278;33.416
4280;33.42
4282;33.435
4284;33.442
4286;33.419
4288;33.429
4290;33.442
4292;33.435
4294;33.403
4296;33.393
4298;33.401
4300;33.416
4302;33.403
4304;33.412
4306;33.431
4308;33.442
4310;33.436
4312;33.401
4314;33.426
4316;33.431
4318;33.438
4320;33.409
4322;33.413
4324;33.422
4326;33.397
4328;33.404
4330;33.407
4332;33.403
4334;33.407
4336;33.398
4338;33.404
4340;33.396
4342;33.372
4344;33.39
4346;33.394
4348;33.378
4350;33.378
4352;33.393
4354;33.401
4356;33.396
4358;33.398
4360;33.403
4362;33.394
4364;33.384
4366;33.417
4368;33.409
4370;33.4
4372;33.384
4374;33.406
4376;33.387
4378;33.371
4380;33.382
4382;33.397
4384;33.415
4386;33.404
4388;33.396
4390;33.375
4392;33.404
4394;33.41
4396;33.398
4398;33.398
4400;33.416
4402;33.388
4404;33.369
4406;33.375
4408;33.375
4410;33.378
4412;33.398
4414;33.36
4416;33.404
4418;33.381
4420;33.378
4422;33.372
4424;33.398
4426;33.401
4428;33.404
4430;33.413
4432;33.391
4434;33.401
4436;33.407
4438;33.422
4440;33.423
4442;33.378
4444;33.385
4446;33.409
4448;33.45
4450;33.409
4452;33.371
4454;33.359
4456;33.384
4458;33.407
4460;33.403
4462;33.4
4464;33.413
4466;33.438
4468;33.407
4470;33.422
4472;33.419
4474;33.39
4476;33.4
4478;33.394
4480;33.403
4482;33.372
4484;33.381
4486;33.406
4488;33.382
4490;33.39
4492;33.412
4494;33.394
4496;33.393
4498;33.381
4500;33.4
4502;33.415
4504;33.407
4506;33.391
4508;33.381
4510;33.441
4512;33.416
4514;33.388
4516;33.39
4518;33.423
4520;33.417
4522;33.412
4524;33.39
4526;33.394
4528;33.387
4530;33.412
4532;33.432
4534;33.416
4536;33.42
4538;33.412
4540;33.447
4542;33.391
4544;33.381
4546;33.384
4548;33.42
4550;33.415
4552;33.375
4554;33.396
4556;33.415
4558;33.381
4560;33.391
4562;33.41
4564;33.397
4566;33.403
4568;33.398
4570;33.403
4572;33.382
4574;33.404
4576;33.378
4578;33.375
4580;33.363
4582;33.362
4584;33.397
4586;33.401
4588;33.413
4590;33.352
4592;33.394
4594;33.366
4596;33.41
4598;33.4
4600;33.377
4602;33.391
4604;33.36
4606;33.369
4608;33.352
4610;33.352
4612;33.385
4614;33.384
4616;33.382
4618;33.394
4620;33.381
4622;33.384
4624;33.385
4626;33.391
4628;33.382
4630;33.378
4632;33.371
4634;33.404
4636;33.374
4638;33.379
4640;33.356
4642;33.362
4644;33.394
4646;33.387
4648;33.382
4650;33.391
4652;33.356
4654;33.404
4656;33.401
4658;33.382
4660;33.384
4662;33.401
4664;33.393
4666;33.359
4668;33.39
4670;33.396
4672;33.388
4674;33.412
4676;33.378
4678;33.394
4680;33.393
4682;33.379
4684;33.377
4686;33.365
4688;33.369
4690;33.382
4692;33.388
4694;33.378
4696;33.375
4698;33.387
4700;33.409
4702;33.415
4704;33.39
4706;33.394
4708;33.377
4710;33.382
4712;33.391
4714;33.388
4716;33.398
4718;33.39
4720;33.413
4722;33.412
4724;33.397
4726;33.397
4728;33.413
4730;33.378
4732;33.403
4734;33.391
4736;33.409
4738;33.382
4740;33.387
4742;33.393
4744;33.406
4746;33.4
4748;33.397
4750;33.409
4752;33.41
4754;33.403
4756;33.344
4758;33.365
4760;33.379
4762;33.382
4764;33.358
4766;33.366
4768;33.375
4770;33.387
4772;33.372
4774;33.359
4776;33.379
4778;33.39
4780;33.355
4782;33.374
4784;33.39
4786;33.388
4788;33.398
4790;33.404
4792;33.388
4794;33.388
4796;33.41
4798;33.384
4800;33.371
4802;33.371
4804;33.398
4806;33.393
4808;33.378
4810;33.384
4812;33.374
4814;33.412
4816;33.413
4818;33.377
4820;33.388
4822;33.4
4824;33.398
4826;33.39
4828;33.388
4830;33.409
4832;33.4
4834;33.397
4836;33.398
4838;33.428
4840;33.426
4842;33.413
4844;33.387
4846;33.397
4848;33.394
4850;33.371
4852;33.393
4854;33.384
4856;33.365
4858;33.406
4860;33.382
4862;33.413
4864;33.412
4866;33.371
4868;33.356
4870;33.384
4872;33.396
4874;33.407
4876;33.382
4878;33.375
4880;33.355
4882;33.356
4884;33.372
4886;33.363
4888;33.391
4890;33.39
4892;33.378
4894;33.36
4896;33.36
4898;33.382
4900;33.339
4902;33.36
4904;33.372
4906;33.369
4908;33.384
4910;33.371
4912;33.388
4914;33.393
4916;33.398
4918;33.343
4920;33.413
4922;33.375
4924;33.391
4926;33.394
4928;33.387
4930;33.397
4932;33.366
4934;33.368
4936;33.342
4938;33.352
4940;33.324
4942;33.344
4944;33.377
4946;33.39
4948;33.39
4950;33.388
4952;33.358
4954;33.385
4956;33.374
4958;33.353
4960;33.406
4962;33.397
4964;33.381
4966;33.4
4968;33.379
4970;33.385
4972;33.397
4974;33.413
4976;33.406
4978;33.368
4980;33.356
4982;33.385
4984;33.384
4986;33.374
4988;33.4
4990;33.397
4992;33.397
4994;33.393
4996;33.394
4998;33.397
5000;33.368
5002;33.365
5004;33.384
5006;33.407
5008;33.385
5010;33.384
5012;33.388
5014;33.377
5016;33.377
5018;33.4
5020;33.368
5022;33.374
5024;33.371
5026;33.372
5028;33.387
5030;33.365
5032;33.387
5034;33.425
5036;33.406
5038;33.363
5040;33.368
5042;33.371
5044;33.382
5046;33.397
5048;33.409
5050;33.378
5052;33.407
5054;33.385
5056;33.407
5058;33.394
5060;33.362
5062;33.368
5064;33.371
5066;33.391
5068;33.394
5070;33.397
5072;33.359
5074;33.362
5076;33.391
5078;33.391
5080;33.384
5082;33.398
5084;33.416
5086;33.385
5088;33.369
5090;33.359
5092;33.382
5094;33.388
5096;33.378
5098;33.369
5100;33.371
5102;33.378
5104;33.384
5106;33.355
5108;33.363
5110;33.393
5112;33.372
5114;33.363
5116;33.371
5118;33.371
5120;33.362
5122;33.377
5124;33.398
5126;33.388
5128;33.416
5130;33.387
5132;33.359
5134;33.368
5136;33.388
5138;33.388
5140;33.384
5142;33.378
5144;33.375
5146;33.385
5148;33.394
5150;33.382
5152;33.371
5154;33.382
5156;33.366
5158;33.363
5160;33.369
5162;33.378
5164;33.407
5166;33.369
5168;33.362
5170;33.33
5172;33.368
5174;33.39
5176;33.385
5178;33.388
5180;33.396
5182;33.353
5184;33.36
5186;33.346
5188;33.35
5190;33.35
5192;33.372
5194;33.4
5196;33.385
5198;33.355
5200;33.375
5202;33.362
5204;33.353
5206;33.356
5208;33.372
5210;33.368
5212;33.352
5214;33.355
5216;33.34
5218;33.365
5220;33.352
5222;33.369
5224;33.379
5226;33.388
5228;33.385
5230;33.382
5232;33.356
5234;33.368
5236;33.371
5238;33.363
5240;33.388
5242;33.377
5244;33.355
5246;33.409
5248;33.398
5250;33.378
5252;33.384
5254;33.401
5256;33.36
5258;33.362
5260;33.362
5262;33.378
5264;33.378
5266;33.371
5268;33.379
5270;33.385
5272;33.366
5274;33.379
5276;33.372
5278;33.368
5280;33.344
5282;33.375
5284;33.397
5286;33.371
5288;33.381
5290;33.377
5292;33.379
5294;33.359
5296;33.374
5298;33.374
5300;33.417
5302;33.368
5304;33.374
5306;33.39
5308;33.403
5310;33.378
5312;33.366
5314;33.349
5316;33.378
5318;33.384
5320;33.393
5322;33.362
5324;33.353
5326;33.352
5328;33.39
5330;33.401
5332;33.39
5334;33.398
5336;33.368
5338;33.391
5340;33.397
5342;33.407
5344;33.404
5346;33.406
5348;33.394
5350;33.394
5352;33.375
5354;33.398
5356;33.404
5358;33.366
5360;33.384
5362;33.371
5364;33.369
5366;33.385
5368;33.394
5370;33.416
5372;33.398
5374;33.384
5376;33.388
5378;33.366
5380;33.374
5382;33.387
5384;33.378
5386;33.363
5388;33.356
5390;33.371
5392;33.377
5394;33.385
5396;33.401
5398;33.407
5400;33.394
5402;33.396
5404;33.366
5406;33.375
5408;33.372
5410;33.39
5412;33.372
5414;33.375
5416;33.365
5418;33.387
5420;33.384
5422;33.362
5424;33.378
5426;33.394
5428;33.35
5430;33.381
5432;33.377
5434;33.388
5436;33.378
5438;33.379
5440;33.372
5442;33.333
5444;33.358
5446;33.347
5448;33.36
5450;33.35
5452;33.388
5454;33.377
5456;33.384
5458;33.346
5460;33.349
5462;33.375
5464;33.378
5466;33.375
5468;33.358
5470;33.406
5472;33.362
5474;33.358
5476;33.356
5478;33.396
5480;33.388
5482;33.406
5484;33.384
5486;33.419
5488;33.393
5490;33.385
5492;33.375
5494;33.39
5496;33.401
5498;33.415
5500;33.35
5502;33.368
5504;33.374
5506;33.352
5508;33.398
5510;33.363
5512;33.368
5514;33.388
5516;33.398
5518;33.346
5520;33.368
5522;33.362
5524;33.359
5526;33.381
5528;33.388
5530;33.397
5532;33.403
5534;33.403
5536;33.425
5538;33.381
5540;33.396
5542;33.394
5544;33.388
5546;33.41
5548;33.396
5550;33.387
5552;33.396
5554;33.391
5556;33.387
5558;33.422
5560;33.394
5562;33.377
5564;33.382
5566;33.379
5568;33.41
5570;33.4
5572;33.401
5574;33.425
5576;33.403
5578;33.407
5580;33.379
5582;33.385
5584;33.368
5586;33.391
5588;33.42
5590;33.403
5592;33.387
5594;33.35
5596;33.353
5598;33.362
5600;33.398
5602;33.398
5604;33.379
5606;33.352
5608;33.381
5610;33.371
5612;33.358
5614;33.362
5616;33.374
5618;33.382
5620;33.403
5622;33.396
5624;33.382
5626;33.393
5628;33.416
5630;33.381
5632;33.374
5634;33.385
5636;33.393
5638;33.375
5640;33.374
5642;33.394
5644;33.371
5646;33.401
5648;33.398
5650;33.365
5652;33.387
5654;33.394
5656;33.39
5658;33.393
5660;33.379
5662;33.393
5664;33.371
5666;33.378
5668;33.371
5670;33.406
5672;33.391
5674;33.388
5676;33.336
5678;33.327
5680;33.378
5682;33.398
5684;33.394
5686;33.356
5688;33.39
5690;33.406
5692;33.381
5694;33.344
5696;33.375
5698;33.428
5700;33.42
5702;33.39
5704;33.39
5706;33.409
5708;33.385
5710;33.409
5712;33.404
5714;33.365
5716;33.359
5718;33.372
5720;33.379
5722;33.39
5724;33.422
5726;33.429
5728;33.42
5730;33.375
5732;33.387
5734;33.375
5736;33.363
5738;33.363
5740;33.371
5742;33.393
5744;33.404
5746;33.393
5748;33.358
5750;33.366
5752;33.397
5754;33.422
5756;33.382
5758;33.385
5760;33.371
5762;33.403
5764;33.393
5766;33.398
5768;33.384
5770;33.371
5772;33.39
5774;33.377
5776;33.36
5778;33.35
5780;33.377
5782;33.368
5784;33.382
5786;33.363
5788;33.409
5790;33.388
5792;33.406
5794;33.397
5796;33.379
5798;33.374
5800;33.36
5802;33.365
5804;33.39
5806;33.415
5808;33.391
5810;33.379
5812;33.396
5814;33.387
5816;33.417
5818;33.463
5820;33.41
5822;33.416
5824;33.426
5826;33.417
5828;33.4
5830;33.403
5832;33.359
5834;33.416
5836;33.409
5838;33.403
5840;33.356
5842;33.36
5844;33.4
5846;33.365
5848;33.396
5850;33.379
5852;33.371
5854;33.353
5856;33.387
5858;33.377
5860;33.374
5862;33.391
5864;33.407
5866;33.374
5868;33.394
5870;33.391
5872;33.409
5874;33.375
5876;33.397
5878;33.412
5880;33.413
5882;33.394
5884;33.391
5886;33.387
5888;33.401
5890;33.398
5892;33.391
5894;33.391
5896;33.413
5898;33.396
5900;33.384
5902;33.397
5904;33.396
5906;33.416
5908;33.444
5910;33.381
5912;33.406
5914;33.415
5916;33.406
5918;33.42
5920;33.394
5922;33.417
5924;33.381
5926;33.374
5928;33.382
5930;33.394
5932;33.432
5934;33.393
5936;33.393
5938;33.4
5940;33.403
5942;33.42
5944;33.423
5946;33.423
5948;33.393
5950;33.366
5952;33.375
5954;33.39
5956;33.419
5958;33.407
5960;33.406
5962;33.374
5964;33.377
5966;33.378
5968;33.384
5970;33.4
5972;33.393
5974;33.377
5976;33.403
5978;33.393
5980;33.393
5982;33.391
5984;33.378
5986;33.365
5988;33.387
5990;33.36
5992;33.368
5994;33.365
5996;33.384
5998;33.403
6000;33.365
6002;33.359
6004;33.404
6006;33.393
6008;33.374
6010;33.382
6012;33.4
6014;33.401
6016;33.403
6018;33.403
6020;33.401
6022;33.39
6024;33.401
6026;33.372
6028;33.379
6030;33.393
6032;33.401
6034;33.377
6036;33.363
6038;33.403
6040;33.382
6042;33.394
6044;33.429
6046;33.429
6048;33.444
6050;33.423
6052;33.425
6054;33.378
6056;33.401
6058;33.39
6060;33.382
6062;33.378
6064;33.362
6066;33.403
6068;33.416
6070;33.428
6072;33.423
6074;33.426
6076;33.409
6078;33.394
6080;33.412
6082;33.379
6084;33.398
6086;33.41
6088;33.398
6090;33.387
6092;33.439
6094;33.422
6096;33.372
6098;33.382
6100;33.416
6102;33.406
6104;33.39
6106;33.385
6108;33.371
6110;33.398
6112;33.412
6114;33.39
6116;33.387
6118;33.384
6120;33.403
6122;33.396
6124;33.401
6126;33.406
6128;33.381
6130;33.396
6132;33.384
6134;33.401
6136;33.404
6138;33.419
6140;33.42
6142;33.406
6144;33.401
6146;33.366
6148;33.384
6150;33.371
6152;33.388
6154;33.397
6156;33.398
6158;33.398
6160;33.428
6162;33.429
6164;33.412
6166;33.409
6168;33.432
6170;33.403
6172;33.363
6174;33.374
6176;33.352
6178;33.385
6180;33.398
6182;33.393
6184;33.371
6186;33.409
6188;33.416
6190;33.397
6192;33.39
6194;33.4
6196;33.397
6198;33.36
6200;33.375
6202;33.374
6204;33.34
6206;33.342
6208;33.369
6210;33.39
6212;33.377
6214;33.396
6216;33.396
6218;33.382
6220;33.374
6222;33.379
6224;33.401
6226;33.394
6228;33.407
6230;33.413
6232;33.412
6234;33.41
6236;33.417
6238;33.404
6240;33.381
6242;33.382
6244;33.391
6246;33.397
6248;33.381
6250;33.4
6252;33.388
6254;33.377
6256;33.377
6258;33.391
6260;33.401
6262;33.381
6264;33.425
6266;33.401
6268;33.409
6270;33.388
6272;33.369
6274;33.394
6276;33.406
6278;33.396
6280;33.372
6282;33.375
6284;33.371
6286;33.372
6288;33.366
6290;33.4
6292;33.39
6294;33.359
6296;33.372
6298;33.398
6300;33.4
6302;33.401
6304;33.387
6306;33.403
6308;33.391
6310;33.396
6312;33.359
6314;33.362
6316;33.381
6318;33.374
6320;33.36
6322;33.39
6324;33.356
6326;33.407
6328;33.409
6330;33.394
6332;33.397
6334;33.379
6336;33.385
6338;33.36
6340;33.356
6342;33.365
6344;33.382
6346;33.41
6348;33.415
6350;33.381
6352;33.406
6354;33.419
6356;33.434
6358;33.412
6360;33.41
6362;33.423
6364;33.431
6366;33.39
6368;33.368
6370;33.365
6372;33.381
6374;33.358
6376;33.371
6378;33.401
6380;33.359
6382;33.412
6384;33.398
6386;33.409
6388;33.391
6390;33.39
6392;33.4
6394;33.363
6396;33.369
6398;33.368
6400;33.372
6402;33.374
6404;33.374
6406;33.381
6408;33.374
6410;33.356
6412;33.391
6414;33.407
6416;33.406
6418;33.413
6420;33.398
6422;33.363
6424;33.377
6426;33.381
6428;33.422
6430;33.404
6432;33.394
6434;33.397
6436;33.406
6438;33.379
6440;33.41
6442;33.393
6444;33.425
6446;33.419
6448;33.398
6450;33.415
6452;33.374
6454;33.353
6456;33.358
6458;33.391
6460;33.415
6462;33.39
6464;33.366
6466;33.415
6468;33.398
6470;33.42
6472;33.381
6474;33.381
6476;33.371
6478;33.374
6480;33.377
6482;33.397
6484;33.441
6486;33.381
6488;33.375
6490;33.363
6492;33.385
6494;33.362
6496;33.379
6498;33.372
6500;33.377
6502;33.412
6504;33.382
6506;33.393
6508;33.396
6510;33.375
6512;33.365
6514;33.384
6516;33.368
6518;33.403
6520;33.387
6522;33.363
6524;33.394
6526;33.371
6528;33.374
6530;33.374
6532;33.407
6534;33.363
6536;33.363
6538;33.374
6540;33.381
6542;33.379
6544;33.362
6546;33.368
6548;33.387
6550;33.391
6552;33.362
6554;33.358
6556;33.387
6558;33.377
6560;33.401
6562;33.385
6564;33.391
6566;33.385
6568;33.384
6570;33.349
6572;33.36
6574;33.342
6576;33.372
6578;33.419
6580;33.366
6582;33.35
6584;33.382
6586;33.365
6588;33.372
6590;33.375
6592;33.356
6594;33.374
6596;33.353
6598;33.363
6600;33.393
6602;33.382
6604;33.379
6606;33.365
6608;33.379
6610;33.371
6612;33.358
6614;33.344
6616;33.346
6618;33.391
6620;33.39
6622;33.375
6624;33.369
6626;33.404
6628;33.39
6630;33.358
6632;33.35
6634;33.365
6636;33.381
6638;33.393
6640;33.384
6642;33.381
6644;33.379
6646;33.375
6648;33.382
6650;33.375
6652;33.346
6654;33.358
6656;33.359
6658;33.377
6660;33.393
6662;33.375
6664;33.384
6666;33.393
6668;33.394
6670;33.365
6672;33.359
6674;33.377
6676;33.366
6678;33.375
6680;33.375
6682;33.366
6684;33.359
6686;33.36
6688;33.346
6690;33.328
6692;33.35
6694;33.321
6696;33.344
6698;33.372
6700;33.375
6702;33.356
6704;33.356
6706;33.378
6708;33.39
6710;33.372
6712;33.381
6714;33.374
6716;33.356
6718;33.359
6720;33.34
6722;33.36
6724;33.35
6726;33.365
6728;33.388
6730;33.374
6732;33.356
6734;33.384
6736;33.413
6738;33.368
6740;33.356
6742;33.353
6744;33.372
6746;33.356
6748;33.375
6750;33.398
